ano,orgao,codigoOrgao,orgaoSuperior,codigoOrgaoSuperior,empenhado,liquidado,pago
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",26406,Ministério da Educação,26000,"775.418.848,29","715.280.825,66","658.797.196,22"
2020,Colégio Pedro II,26201,Ministério da Educação,26000,"716.306.885,21","681.919.167,45","631.866.815,54"
2020,Fundação Universidade Federal de São Carlos,26280,Ministério da Educação,26000,"678.664.892,10","661.615.889,81","620.734.902,88"
2020,Universidade Federal Rural do Rio de Janeiro,26249,Ministério da Educação,26000,"710.589.962,22","672.242.536,86","615.507.438,36"
2020,Universidade Federal Rural de Pernambuco,26248,Ministério da Educação,26000,"670.909.548,58","635.667.292,99","595.557.351,05"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão",26408,Ministério da Educação,26000,"656.549.891,89","622.906.366,00","579.262.890,39"
2020,Universidade Federal do Estado do Rio de Janeiro,26269,Ministério da Educação,26000,"629.511.719,29","595.852.257,64","564.988.345,04"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",26435,Ministério da Educação,26000,"678.724.486,20","604.752.532,06","557.174.218,20"
2020,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia",26427,Ministério da Educação,26000,"623.915.118,64","592.351.267,49","550.882.237,50"
2020,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina",26438,Ministério da Educação,26000,"639.220.294,51","593.670.649,43","546.948.244,23"
2020,Universidade Federal do Rio Grande,26273,Ministério da Educação,26000,"593.414.648,37","578.101.514,26","539.585.499,25"
2020,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba",26417,Ministério da Educação,26000,"601.483.829,09","563.139.916,60","521.076.945,93"
2020,"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco",26418,Ministério da Educação,26000,"583.528.245,67","554.798.259,57","512.485.781,77"
2020,Universidade Federal do Triângulo Mineiro,26254,Ministério da Educação,26000,"538.020.251,67","523.810.439,37","494.880.638,08"
2020,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás",26429,Ministério da Educação,26000,"508.683.036,75","485.903.012,74","448.053.377,12"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Pará",26416,Ministério da Educação,26000,"494.617.997,37","468.966.437,18","441.901.832,03"
2020,Centro Federal de Educação Tecnológica de Minas Gerais,26257,Ministério da Educação,26000,"497.674.757,56","467.444.339,52","433.764.883,02"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul",26419,Ministério da Educação,26000,"479.317.211,22","454.306.925,72","427.119.437,43"
2020,"Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense",26436,Ministério da Educação,26000,"482.618.702,60","453.624.439,43","422.272.526,69"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Piauí",26431,Ministério da Educação,26000,"479.710.600,49","453.277.522,48","420.936.851,07"
2020,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,26290,Ministério da Educação,26000,"1.192.235.525,23","421.694.536,23","416.236.803,55"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso",26414,Ministério da Educação,26000,"490.552.075,76","444.711.419,47","415.341.861,66"
2020,Universidade Federal de Ouro Preto,26277,Ministério da Educação,26000,"461.932.337,53","435.259.250,03","408.756.742,31"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",26433,Ministério da Educação,26000,"443.820.035,13","422.926.123,31","400.887.944,32"
2020,Instituto Federal do Paraná,26432,Ministério da Educação,26000,"464.693.146,70","422.446.068,96","396.222.424,68"
2020,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas",26402,Ministério da Educação,26000,"460.188.098,40","427.975.456,29","395.482.345,24"
2020,"Instituto Federal de Educação, Ciência e Tecnologia Fluminense",26434,Ministério da Educação,26000,"444.460.978,29","421.236.115,93","387.055.157,30"
2020,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,26256,Ministério da Educação,26000,"420.666.324,10","414.189.681,64","384.523.750,20"
2020,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",26409,Ministério da Educação,26000,"452.193.171,26","413.125.497,65","384.488.771,98"
2020,Universidade Federal de Lavras,26263,Ministério da Educação,26000,"438.281.720,16","395.702.662,09","372.259.125,17"
2020,Fundação Universidade Federal do Tocantins,26251,Ministério da Educação,26000,"422.185.886,44","370.677.608,13","348.480.818,57"
2020,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense",26422,Ministério da Educação,26000,"407.844.405,66","368.155.988,89","344.424.806,97"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",26403,Ministério da Educação,26000,"426.573.185,96","358.282.278,13","327.352.644,15"
2020,Fundação Universidade Federal do Acre,26275,Ministério da Educação,26000,"367.162.194,52","343.931.503,36","322.011.665,57"
2020,Fundação Universidade Federal do Pampa,26266,Ministério da Educação,26000,"355.202.927,10","328.422.690,85","307.532.176,04"
2020,Fundação Universidade Federal de São João Del-Rei,26285,Ministério da Educação,26000,"360.541.325,75","327.279.704,14","307.004.513,77"
2020,"Instituto Federal de Educação, Ciência e Tecnologia Baiano",26404,Ministério da Educação,26000,"349.007.696,18","316.596.863,52","295.471.510,25"
2020,"Instituto Federal de Educação, Ciência e Tecnologia Goiano",26407,Ministério da Educação,26000,"379.789.071,37","316.460.169,81","294.494.690,78"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",26411,Ministério da Educação,26000,"321.654.436,80","296.986.910,18","279.293.815,96"
2020,"Instituto Federal de Educação, Ciência e Tecnologia Farroupilha",26420,Ministério da Educação,26000,"326.437.913,06","299.100.206,56","278.865.905,48"
2020,Universidade Federal do Recôncavo da Bahia,26351,Ministério da Educação,26000,"325.874.440,03","297.482.427,11","277.095.447,57"
2020,Fundação Universidade Federal do ABC,26352,Ministério da Educação,26000,"333.264.392,28","292.117.070,08","276.200.963,26"
2020,Fundação Universidade Federal de Rondônia,26268,Ministério da Educação,26000,"310.466.926,08","290.859.225,64","272.510.646,09"
2020,Universidade Federal dos Vales do Jequitinhonha e Mucuri,26255,Ministério da Educação,26000,"311.760.858,21","281.960.717,79","263.543.597,14"
2020,Universidade Federal Rural do Semi-Árido,26264,Ministério da Educação,26000,"313.274.160,31","281.032.119,62","262.944.888,58"
2020,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe",26423,Ministério da Educação,26000,"292.528.985,81","279.991.615,71","260.107.361,71"
2020,Fundação Universidade Federal da Grande Dourados,26350,Ministério da Educação,26000,"295.667.376,38","274.709.962,80","257.254.496,82"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais",26410,Ministério da Educação,26000,"301.942.829,20","272.106.424,69","253.477.915,53"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais",26412,Ministério da Educação,26000,"315.976.323,16","272.058.814,49","252.435.003,03"
2020,Universidade Federal da Fronteira Sul,26440,Ministério da Educação,26000,"297.450.231,44","258.675.164,73","243.976.470,33"
2020,Universidade Federal Rural da Amazônia,26253,Ministério da Educação,26000,"271.474.148,89","248.362.862,59","232.586.844,21"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",26413,Ministério da Educação,26000,"258.233.587,93","243.166.336,29","227.755.058,89"
2020,"Instituto Federal de Educação, Ciência e Tecnologia de Brasília",26428,Ministério da Educação,26000,"265.700.172,57","236.852.486,47","224.072.386,74"
2020,Universidade Federal de Alfenas,26260,Ministério da Educação,26000,"263.339.214,24","237.881.309,73","222.547.290,58"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins",26424,Ministério da Educação,26000,"259.947.766,15","240.045.271,50","222.202.763,25"
2020,Universidade Federal de Itajubá,26261,Ministério da Educação,26000,"251.102.587,89","230.153.939,96","215.135.287,23"
2020,Universidade Federal de Roraima,26250,Ministério da Educação,26000,"250.976.593,11","223.984.073,70","210.292.245,09"
2020,Fundação Universidade Federal do Vale do São Francisco,26230,Ministério da Educação,26000,"245.125.381,09","217.471.673,31","205.292.797,33"
2020,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",26421,Ministério da Educação,26000,"258.968.523,17","219.957.534,94","203.990.615,23"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul",26415,Ministério da Educação,26000,"218.740.346,26","204.288.879,08","190.855.797,42"
2020,Universidade Federal do Oeste do Pará,26441,Ministério da Educação,26000,"211.045.555,75","197.811.469,43","187.337.170,87"
2020,Fundação Universidade Federal do Amapá,26286,Ministério da Educação,26000,"220.030.660,57","189.890.166,47","178.268.650,23"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco",26430,Ministério da Educação,26000,"197.587.727,86","187.002.605,75","171.570.333,34"
2020,Universidade Federal da Integração Latino-Americana,26267,Ministério da Educação,26000,"178.982.515,03","160.632.251,40","151.598.718,54"
2020,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,26284,Ministério da Educação,26000,"177.901.716,76","156.052.844,93","147.514.480,17"
2020,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,26442,Ministério da Educação,26000,"152.571.843,64","139.736.117,50","130.699.977,83"
2020,Universidade Federal do Sul e Sudeste do Pará,26448,Ministério da Educação,26000,"149.585.275,11","131.849.810,40","124.038.229,46"
2020,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima",26437,Ministério da Educação,26000,"138.335.474,49","125.236.447,65","117.087.186,14"
2020,Fundação Joaquim Nabuco,26292,Ministério da Educação,26000,"129.737.621,11","123.484.183,37","116.424.735,72"
2020,Universidade Federal do Cariri,26449,Ministério da Educação,26000,"126.054.484,79","113.586.022,94","107.003.357,43"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",26425,Ministério da Educação,26000,"124.631.025,65","113.219.257,25","106.143.512,36"
2020,Universidade Federal do Oeste da Bahia,26447,Ministério da Educação,26000,"119.893.893,17","108.428.555,46","102.705.984,52"
2020,Universidade Federal do Sul da Bahia,26450,Ministério da Educação,26000,"117.879.959,94","102.507.819,27","96.819.941,96"
2020,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá",26426,Ministério da Educação,26000,"113.169.608,42","91.674.207,18","85.818.113,41"
2020,Universidade Federal de Jataí,26453,Ministério da Educação,26000,"56.711.513,30","50.437.655,74","43.022.908,00"
2020,Universidade Federal de Catalão,26452,Ministério da Educação,26000,"47.658.908,90","41.441.172,73","35.808.756,70"
2020,Universidade Federal do Agreste de Pernambuco,26456,Ministério da Educação,26000,"37.320.498,72","34.900.999,55","31.067.521,96"
2020,Universidade Federal do Delta do Parnaíba,26455,Ministério da Educação,26000,"36.228.590,05","32.230.411,93","27.944.041,90"
2020,Universidade Federal de Rondonópolis,26454,Ministério da Educação,26000,"40.069.640,81","31.231.701,19","25.567.803,22"
