ano,orgao,codigoOrgao,orgaoSuperior,codigoOrgaoSuperior,empenhado,liquidado,pago
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",26435,Ministério da Educação,26000,"679.766.696,80","617.854.394,85","561.140.578,49"
2021,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia",26427,Ministério da Educação,26000,"627.991.026,32","603.820.528,63","557.789.213,13"
2021,Universidade Federal do Rio Grande,26273,Ministério da Educação,26000,"582.510.984,69","571.055.739,82","538.897.109,02"
2021,"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco",26418,Ministério da Educação,26000,"596.429.218,36","574.674.421,45","530.389.282,95"
2021,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba",26417,Ministério da Educação,26000,"606.292.850,52","572.715.020,54","528.336.347,94"
2021,Universidade Federal do Triângulo Mineiro,26254,Ministério da Educação,26000,"538.916.657,66","524.167.205,05","491.736.314,41"
2021,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,26290,Ministério da Educação,26000,"1.037.322.847,98","491.519.768,69","485.103.699,37"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Pará",26416,Ministério da Educação,26000,"527.472.976,75","502.267.106,56","455.193.722,58"
2021,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás",26429,Ministério da Educação,26000,"523.066.578,73","493.105.090,22","450.848.183,56"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul",26419,Ministério da Educação,26000,"494.269.269,63","474.952.464,71","442.684.581,37"
2021,Centro Federal de Educação Tecnológica de Minas Gerais,26257,Ministério da Educação,26000,"498.808.546,75","478.157.779,42","440.266.987,05"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Piauí",26431,Ministério da Educação,26000,"500.960.230,19","485.462.045,09","439.390.205,31"
2021,"Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense",26436,Ministério da Educação,26000,"488.517.814,63","472.889.197,62","433.355.360,06"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso",26414,Ministério da Educação,26000,"510.451.909,85","463.887.158,86","430.526.396,83"
2021,Universidade Federal de Ouro Preto,26277,Ministério da Educação,26000,"466.822.171,79","445.507.826,76","415.598.896,94"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",26433,Ministério da Educação,26000,"464.914.336,16","444.835.133,50","414.906.514,91"
2021,Instituto Federal do Paraná,26432,Ministério da Educação,26000,"468.026.542,14","439.069.280,63","410.311.767,27"
2021,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas",26402,Ministério da Educação,26000,"458.394.228,24","434.139.002,30","400.174.794,41"
2021,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",26409,Ministério da Educação,26000,"451.049.951,50","425.407.640,33","393.196.069,78"
2021,"Instituto Federal de Educação, Ciência e Tecnologia Fluminense",26434,Ministério da Educação,26000,"452.592.352,20","428.215.771,75","388.400.174,90"
2021,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,26256,Ministério da Educação,26000,"430.455.243,17","416.947.932,13","384.507.097,93"
2021,Universidade Federal de Lavras,26263,Ministério da Educação,26000,"422.637.019,47","405.917.151,44","382.204.548,52"
2021,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense",26422,Ministério da Educação,26000,"413.299.216,54","384.084.189,00","356.133.908,86"
2021,Fundação Universidade Federal do Tocantins,26251,Ministério da Educação,26000,"399.709.076,89","371.995.336,12","347.744.469,73"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",26403,Ministério da Educação,26000,"391.742.766,47","365.636.787,01","332.613.299,34"
2021,"Instituto Federal de Educação, Ciência e Tecnologia Goiano",26407,Ministério da Educação,26000,"386.039.700,59","353.358.451,24","320.617.463,19"
2021,Fundação Universidade Federal do Acre,26275,Ministério da Educação,26000,"359.421.723,75","341.624.890,82","318.457.455,33"
2021,Fundação Universidade Federal de São João Del-Rei,26285,Ministério da Educação,26000,"355.397.394,25","334.451.663,44","312.520.422,96"
2021,Fundação Universidade Federal do Pampa,26266,Ministério da Educação,26000,"345.800.246,96","330.576.590,59","310.304.545,27"
2021,"Instituto Federal de Educação, Ciência e Tecnologia Baiano",26404,Ministério da Educação,26000,"353.103.286,83","324.916.388,27","299.970.395,31"
2021,Fundação Universidade Federal do ABC,26352,Ministério da Educação,26000,"338.088.557,93","308.391.879,33","291.292.233,92"
2021,"Instituto Federal de Educação, Ciência e Tecnologia Farroupilha",26420,Ministério da Educação,26000,"333.662.421,61","310.936.478,23","286.597.243,73"
2021,Universidade Federal do Recôncavo da Bahia,26351,Ministério da Educação,26000,"321.575.842,79","301.952.720,32","280.918.364,71"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",26411,Ministério da Educação,26000,"322.313.534,84","301.750.508,86","280.276.919,35"
2021,Universidade Federal dos Vales do Jequitinhonha e Mucuri,26255,Ministério da Educação,26000,"301.754.399,91","282.318.267,98","264.705.764,18"
2021,Fundação Universidade Federal de Rondônia,26268,Ministério da Educação,26000,"299.180.484,77","282.705.946,09","264.489.049,45"
2021,Universidade Federal Rural do Semi-Árido,26264,Ministério da Educação,26000,"301.331.811,20","282.846.960,78","262.375.457,07"
2021,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe",26423,Ministério da Educação,26000,"290.515.616,98","283.772.670,66","262.347.202,21"
2021,Fundação Universidade Federal da Grande Dourados,26350,Ministério da Educação,26000,"294.498.892,36","278.793.956,32","261.354.305,58"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais",26412,Ministério da Educação,26000,"317.902.013,89","280.086.042,48","257.097.977,82"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais",26410,Ministério da Educação,26000,"298.703.571,28","274.890.790,63","255.214.170,34"
2021,Universidade Federal da Fronteira Sul,26440,Ministério da Educação,26000,"296.261.285,25","270.726.871,89","254.665.018,39"
2021,"Instituto Federal de Educação, Ciência e Tecnologia de Brasília",26428,Ministério da Educação,26000,"296.063.193,17","256.621.717,42","241.553.810,70"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",26413,Ministério da Educação,26000,"267.459.493,04","258.179.547,02","238.704.620,37"
2021,Universidade Federal Rural da Amazônia,26253,Ministério da Educação,26000,"270.657.431,96","254.031.496,86","235.123.365,71"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins",26424,Ministério da Educação,26000,"265.634.258,23","247.102.796,16","227.635.043,89"
2021,Universidade Federal de Alfenas,26260,Ministério da Educação,26000,"256.822.835,58","242.229.172,63","225.586.272,76"
2021,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",26421,Ministério da Educação,26000,"287.279.789,03","241.921.871,11","223.213.960,19"
2021,Universidade Federal de Itajubá,26261,Ministério da Educação,26000,"250.964.043,11","233.180.485,29","217.516.871,14"
2021,Universidade Federal de Roraima,26250,Ministério da Educação,26000,"246.924.061,14","230.298.731,92","214.871.198,77"
2021,Fundação Universidade Federal do Vale do São Francisco,26230,Ministério da Educação,26000,"234.903.533,88","215.010.316,62","202.452.298,09"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul",26415,Ministério da Educação,26000,"228.306.478,56","210.047.583,13","195.078.636,48"
2021,Universidade Federal do Oeste do Pará,26441,Ministério da Educação,26000,"212.416.941,63","198.963.101,43","184.842.480,12"
2021,Fundação Universidade Federal do Amapá,26286,Ministério da Educação,26000,"235.477.020,92","200.608.660,08","184.687.677,28"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco",26430,Ministério da Educação,26000,"201.859.686,25","190.317.802,34","174.829.586,67"
2021,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,26284,Ministério da Educação,26000,"175.295.199,39","161.212.941,15","151.827.956,92"
2021,Universidade Federal da Integração Latino-Americana,26267,Ministério da Educação,26000,"170.793.002,12","161.124.353,58","151.653.235,83"
2021,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,26442,Ministério da Educação,26000,"157.673.629,00","150.797.134,37","141.445.230,78"
2021,Universidade Federal do Sul e Sudeste do Pará,26448,Ministério da Educação,26000,"148.059.506,83","135.019.968,83","126.974.045,07"
2021,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima",26437,Ministério da Educação,26000,"144.445.854,74","131.784.353,83","121.887.817,25"
2021,Fundação Joaquim Nabuco,26292,Ministério da Educação,26000,"125.826.456,85","120.888.374,02","113.371.628,04"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",26425,Ministério da Educação,26000,"131.615.788,12","118.086.757,43","110.307.387,16"
2021,Universidade Federal do Cariri,26449,Ministério da Educação,26000,"123.636.728,85","115.995.905,71","109.117.317,89"
2021,Universidade Federal do Sul da Bahia,26450,Ministério da Educação,26000,"115.042.884,91","108.243.187,59","102.298.174,89"
2021,Universidade Federal do Oeste da Bahia,26447,Ministério da Educação,26000,"117.030.963,20","107.880.210,36","100.810.086,77"
2021,Universidade Federal de Jataí,26453,Ministério da Educação,26000,"102.452.936,25","101.085.129,40","94.810.484,07"
2021,Universidade Federal de Catalão,26452,Ministério da Educação,26000,"100.767.102,91","96.918.331,64","90.764.079,36"
2021,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá",26426,Ministério da Educação,26000,"115.886.925,73","93.340.825,57","85.916.616,28"
2021,Universidade Federal de Rondonópolis,26454,Ministério da Educação,26000,"94.875.576,68","86.507.016,28","78.988.301,69"
2021,Universidade Federal do Delta do Parnaíba,26455,Ministério da Educação,26000,"64.788.054,69","61.248.890,92","56.384.758,53"
2021,Universidade Federal do Agreste de Pernambuco,26456,Ministério da Educação,26000,"58.607.981,43","56.121.659,52","51.654.757,41"
2021,Universidade Federal do Norte do Tocantins,26457,Ministério da Educação,26000,"7.852.762,71","5.345.022,16","5.225.435,02"
