ano,orgao,codigoOrgao,orgaoSuperior,codigoOrgaoSuperior,empenhado,liquidado,pago
2022,Universidade Federal de Ouro Preto,26277,Ministério da Educação,26000,"489.377.569,45","466.692.208,87","438.356.256,62"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",26433,Ministério da Educação,26000,"483.764.250,30","467.581.890,13","432.837.179,52"
2022,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",26409,Ministério da Educação,26000,"482.467.819,22","458.034.153,44","425.697.684,01"
2022,"Instituto Federal de Educação, Ciência e Tecnologia Fluminense",26434,Ministério da Educação,26000,"470.692.332,71","447.231.688,63","407.255.774,84"
2022,Universidade Federal de Lavras,26263,Ministério da Educação,26000,"453.907.516,68","432.802.243,69","406.170.268,26"
2022,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas",26402,Ministério da Educação,26000,"465.654.387,88","424.696.206,33","394.611.736,63"
2022,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,26256,Ministério da Educação,26000,"449.117.061,68","424.249.676,53","392.955.805,76"
2022,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense",26422,Ministério da Educação,26000,"429.196.753,26","409.874.244,85","382.137.926,88"
2022,Fundação Universidade Federal do Tocantins,26251,Ministério da Educação,26000,"440.970.494,98","401.117.989,51","373.018.390,59"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",26403,Ministério da Educação,26000,"414.129.649,29","393.642.276,35","364.173.742,85"
2022,Fundação Universidade Federal do Acre,26275,Ministério da Educação,26000,"402.686.922,40","377.664.635,83","352.593.257,88"
2022,Fundação Universidade Federal do Pampa,26266,Ministério da Educação,26000,"372.657.296,59","358.741.135,31","338.179.653,38"
2022,"Instituto Federal de Educação, Ciência e Tecnologia Goiano",26407,Ministério da Educação,26000,"387.744.225,19","367.175.377,29","337.088.320,65"
2022,Fundação Universidade Federal de São João Del-Rei,26285,Ministério da Educação,26000,"369.212.185,55","356.405.531,09","334.429.396,96"
2022,"Instituto Federal de Educação, Ciência e Tecnologia Baiano",26404,Ministério da Educação,26000,"374.777.897,34","349.871.755,55","324.847.151,51"
2022,"Instituto Federal de Educação, Ciência e Tecnologia Farroupilha",26420,Ministério da Educação,26000,"350.052.608,43","332.762.894,25","307.387.161,40"
2022,Universidade Federal do Recôncavo da Bahia,26351,Ministério da Educação,26000,"347.434.235,22","328.907.560,04","306.685.479,94"
2022,Fundação Universidade Federal do ABC,26352,Ministério da Educação,26000,"359.727.551,58","320.536.281,02","302.767.742,04"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",26411,Ministério da Educação,26000,"340.268.026,47","316.786.868,50","294.742.501,90"
2022,Universidade Federal dos Vales do Jequitinhonha e Mucuri,26255,Ministério da Educação,26000,"324.339.698,83","306.920.002,92","288.181.765,25"
2022,Universidade Federal Rural do Semi-Árido,26264,Ministério da Educação,26000,"318.241.970,22","305.866.310,50","285.448.742,93"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais",26412,Ministério da Educação,26000,"323.139.718,71","304.149.582,68","281.847.880,58"
2022,Fundação Universidade Federal de Rondônia,26268,Ministério da Educação,26000,"332.839.870,04","299.776.363,16","281.135.849,01"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais",26410,Ministério da Educação,26000,"322.472.582,89","298.465.197,99","278.399.929,58"
2022,Universidade Federal da Fronteira Sul,26440,Ministério da Educação,26000,"316.774.916,32","288.144.734,49","271.437.842,28"
2022,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe",26423,Ministério da Educação,26000,"306.031.373,82","292.105.610,63","270.552.763,68"
2022,Fundação Universidade Federal da Grande Dourados,26350,Ministério da Educação,26000,"312.835.937,17","287.628.715,25","269.677.036,53"
2022,"Instituto Federal de Educação, Ciência e Tecnologia de Brasília",26428,Ministério da Educação,26000,"294.355.597,52","262.535.387,66","248.611.705,16"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",26413,Ministério da Educação,26000,"277.670.012,92","265.001.332,49","245.292.241,79"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins",26424,Ministério da Educação,26000,"275.818.753,58","264.472.458,75","243.848.429,48"
2022,Universidade Federal Rural da Amazônia,26253,Ministério da Educação,26000,"276.560.927,46","255.848.474,11","239.353.547,07"
2022,Universidade Federal de Alfenas,26260,Ministério da Educação,26000,"278.279.598,13","256.917.733,85","238.727.419,40"
2022,Universidade Federal de Roraima,26250,Ministério da Educação,26000,"273.803.600,93","248.010.112,08","232.740.940,18"
2022,Fundação Universidade Federal do Vale do São Francisco,26230,Ministério da Educação,26000,"275.383.269,63","244.697.842,35","231.175.690,76"
2022,Universidade Federal de Itajubá,26261,Ministério da Educação,26000,"267.401.584,21","250.617.465,56","230.909.119,80"
2022,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",26421,Ministério da Educação,26000,"273.092.741,98","239.954.078,79","219.774.590,77"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul",26415,Ministério da Educação,26000,"251.651.267,96","226.491.768,46","211.696.294,23"
2022,Fundação Universidade Federal do Amapá,26286,Ministério da Educação,26000,"251.652.513,12","220.410.361,54","206.651.032,03"
2022,Universidade Federal do Oeste do Pará,26441,Ministério da Educação,26000,"219.388.541,09","207.588.093,04","196.501.443,61"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco",26430,Ministério da Educação,26000,"217.035.353,82","206.144.656,17","189.852.830,29"
2022,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,26284,Ministério da Educação,26000,"189.644.934,26","176.467.380,79","166.084.880,19"
2022,Universidade Federal da Integração Latino-Americana,26267,Ministério da Educação,26000,"184.475.631,40","171.840.215,50","162.205.530,96"
2022,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,26442,Ministério da Educação,26000,"178.636.223,54","163.675.643,34","154.279.879,18"
2022,Universidade Federal do Sul e Sudeste do Pará,26448,Ministério da Educação,26000,"156.421.106,73","144.568.646,16","134.744.225,95"
2022,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima",26437,Ministério da Educação,26000,"155.977.715,02","143.864.029,29","134.342.434,39"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",26425,Ministério da Educação,26000,"143.002.147,55","130.224.359,98","120.673.200,86"
2022,Fundação Joaquim Nabuco,26292,Ministério da Educação,26000,"132.537.851,44","128.699.312,73","120.599.426,98"
2022,Universidade Federal do Cariri,26449,Ministério da Educação,26000,"139.699.018,12","128.323.919,94","120.490.956,02"
2022,Universidade Federal do Sul da Bahia,26450,Ministério da Educação,26000,"126.097.645,32","123.209.364,33","116.921.290,84"
2022,Universidade Federal do Oeste da Bahia,26447,Ministério da Educação,26000,"124.889.243,66","116.267.214,63","108.744.690,57"
2022,Universidade Federal de Jataí,26453,Ministério da Educação,26000,"118.803.359,37","112.005.986,23","105.381.991,96"
2022,Universidade Federal de Catalão,26452,Ministério da Educação,26000,"117.962.581,58","107.315.263,49","100.361.051,54"
2022,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá",26426,Ministério da Educação,26000,"115.213.436,24","104.266.925,10","97.336.540,45"
2022,Universidade Federal de Rondonópolis,26454,Ministério da Educação,26000,"110.540.744,24","95.971.291,32","88.796.053,21"
2022,Universidade Federal do Delta do Parnaíba,26455,Ministério da Educação,26000,"79.896.315,98","73.771.133,69","68.513.147,17"
2022,Universidade Federal do Agreste de Pernambuco,26456,Ministério da Educação,26000,"63.009.502,46","60.326.875,47","55.909.666,27"
2022,Universidade Federal do Norte do Tocantins,26457,Ministério da Educação,26000,"5.678.499,46","4.611.147,48","4.215.487,83"
