ano,orgao,codigo_orgao,orgao_superior,codigo_orgao_superior,empenhado,liquidado,pago,taxa_execucao,taxa_pagamento
2024,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás",26429,Ministério da Educação,26000,644231103.57,606365470.5,550271229.69,94.12,85.42
2024,Instituto Federal do Paraná,26432,Ministério da Educação,26000,644046497.22,602527229.18,547570550.22,93.55,85.02
2024,"Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense",26436,Ministério da Educação,26000,630721189.76,600751060.75,523188294.14,95.25,82.95
2024,Centro Federal de Educação Tecnológica de Minas Gerais,26257,Ministério da Educação,26000,583958058.2,568798340.25,512953527.01,97.4,87.84
2024,Universidade Federal de Ouro Preto,26277,Ministério da Educação,26000,563620371.78,555529621.05,510695458.86,98.56,90.61
2024,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",26409,Ministério da Educação,26000,564849569.16,530299303.5,487854758.29,93.88,86.37
2024,"Instituto Federal de Educação, Ciência e Tecnologia Fluminense",26434,Ministério da Educação,26000,556881153.02,540032103.71,487827659.86,96.97,87.6
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",26433,Ministério da Educação,26000,579132131.5,542182590.58,486180355.84,93.62,83.95
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",26403,Ministério da Educação,26000,542275621.05,487487475.53,443865882.64,89.9,81.85
2024,Universidade Federal de Lavras,26263,Ministério da Educação,26000,504741686.77,483996878.43,443288055.09,95.89,87.82
2024,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas",26402,Ministério da Educação,26000,519348577.26,481900955.63,441117903.45,92.79,84.94
2024,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,26256,Ministério da Educação,26000,510243213.79,490381789.95,440639987.78,96.11,86.36
2024,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense",26422,Ministério da Educação,26000,512719792.37,479293904.49,435508843.9,93.48,84.94
2024,Fundação Universidade Federal do Acre,26275,Ministério da Educação,26000,462032073.32,443142938.45,406618422.33,95.91,88.01
2024,Fundação Universidade Federal de São João Del-Rei,26285,Ministério da Educação,26000,436525300.2,426715881.48,398713488.17,97.75,91.34
2024,"Instituto Federal de Educação, Ciência e Tecnologia Goiano",26407,Ministério da Educação,26000,465042881.99,438325170.7,395961653.07,94.25,85.15
2024,Fundação Universidade Federal do Pampa,26266,Ministério da Educação,26000,445968210.77,433141458.24,394245715.55,97.12,88.4
2024,"Instituto Federal de Educação, Ciência e Tecnologia Baiano",26404,Ministério da Educação,26000,473904408.28,425389087.69,391819061.7,89.76,82.68
2024,Universidade Federal do Recôncavo da Bahia,26351,Ministério da Educação,26000,441771782.94,424531675.44,387137757.29,96.1,87.63
2024,"Instituto Federal de Educação, Ciência e Tecnologia Farroupilha",26420,Ministério da Educação,26000,429538242.31,401467084.59,370587232.28,93.46,86.28
2024,Fundação Universidade Federal do ABC,26352,Ministério da Educação,26000,414767785.11,392486619.28,368065559.93,94.63,88.74
2024,Universidade Federal Rural do Semi-Árido,26264,Ministério da Educação,26000,402442468.07,394738688.88,361788872.23,98.09,89.9
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",26411,Ministério da Educação,26000,395949299.97,372911103.77,339311149.98,94.18,85.7
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais",26412,Ministério da Educação,26000,424311566.3,359250519.25,331988848.42,84.67,78.24
2024,Fundação Universidade Federal do Tocantins,26251,Ministério da Educação,26000,394204960.78,361668487.2,330455638.34,91.75,83.83
2024,Universidade Federal dos Vales do Jequitinhonha e Mucuri,26255,Ministério da Educação,26000,378651531.26,362893535.12,329686347.99,95.84,87.07
2024,Fundação Universidade Federal de Rondônia,26268,Ministério da Educação,26000,386840948.24,360969726.78,328061121.03,93.31,84.81
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais",26410,Ministério da Educação,26000,396587903.63,354051627.02,327324457.46,89.27,82.54
2024,Universidade Federal da Fronteira Sul,26440,Ministério da Educação,26000,380063702.14,355834816.57,325172139.39,93.63,85.56
2024,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe",26423,Ministério da Educação,26000,359321828.95,345357522.83,311043587.6,96.11,86.56
2024,Fundação Universidade Federal da Grande Dourados,26350,Ministério da Educação,26000,375440887.38,342098873.67,311023098.42,91.12,82.84
2024,"Instituto Federal de Educação, Ciência e Tecnologia de Brasília",26428,Ministério da Educação,26000,351767302.82,320546604.16,304262039.83,91.12,86.5
2024,Fundação Universidade Federal do Vale do São Francisco,26230,Ministério da Educação,26000,348213094.54,330090552.37,302923817.35,94.8,86.99
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins",26424,Ministério da Educação,26000,347978922.68,322836888.74,295391751.14,92.77,84.89
2024,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",26421,Ministério da Educação,26000,367662602.82,320820094.67,291971330.89,87.26,79.41
2024,Universidade Federal de Roraima,26250,Ministério da Educação,26000,340534519.68,309493509.35,284425448.6,90.88,83.52
2024,Universidade Federal Rural da Amazônia,26253,Ministério da Educação,26000,331739571.54,310352801.56,284280784.37,93.55,85.69
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",26413,Ministério da Educação,26000,323461705.05,305559655.42,279334676.89,94.47,86.36
2024,Universidade Federal de Alfenas,26260,Ministério da Educação,26000,318189935.78,305997522.79,276986100.58,96.17,87.05
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul",26415,Ministério da Educação,26000,300797552.15,283148959.56,260297152.31,94.13,86.54
2024,Fundação Universidade Federal do Amapá,26286,Ministério da Educação,26000,324004738.49,273291233.66,257683858.57,84.35,79.53
2024,Universidade Federal de Itajubá,26261,Ministério da Educação,26000,297983337.23,283679655.19,257647616.75,95.2,86.46
2024,Universidade Federal do Oeste do Pará,26441,Ministério da Educação,26000,275917318.46,267001290.36,244545672.21,96.77,88.63
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco",26430,Ministério da Educação,26000,269238693.22,258730630.53,235575199.38,96.1,87.5
2024,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,26284,Ministério da Educação,26000,226240398.76,211458243.25,194329118.09,93.47,85.89
2024,Universidade Federal da Integração Latino-Americana,26267,Ministério da Educação,26000,215359075.87,204996389.61,188696695.79,95.19,87.62
2024,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,26442,Ministério da Educação,26000,211922206.16,198837043.56,181814368.03,93.83,85.79
2024,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima",26437,Ministério da Educação,26000,198950468.81,189668309.05,175102999.96,95.33,88.01
2024,Universidade Federal do Sul e Sudeste do Pará,26448,Ministério da Educação,26000,182394812.44,171602379.47,156581507.88,94.08,85.85
2024,Universidade Federal do Cariri,26449,Ministério da Educação,26000,165560142.32,159234567.62,146529984.92,96.18,88.51
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",26425,Ministério da Educação,26000,170140235.5,157707661.45,144465174.43,92.69,84.91
2024,Universidade Federal do Sul da Bahia,26450,Ministério da Educação,26000,161387692.89,156467083.38,141891010.22,96.95,87.92
2024,Universidade Federal do Oeste da Bahia,26447,Ministério da Educação,26000,150739722.73,143729324.54,131752534.67,95.35,87.4
2024,Fundação Joaquim Nabuco,26292,Ministério da Educação,26000,146015348.73,141039117.33,129855388.23,96.59,88.93
2024,Universidade Federal de Jataí,26453,Ministério da Educação,26000,146558522.29,141447433.91,129771978.14,96.51,88.55
2024,Universidade Federal de Catalão,26452,Ministério da Educação,26000,149737035.03,146198167.21,126094244.18,97.64,84.21
2024,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá",26426,Ministério da Educação,26000,140001249.3,125982452.77,114985987.41,89.99,82.13
2024,Universidade Federal do Norte do Tocantins,26457,Ministério da Educação,26000,135861838.67,122642146.08,111135739.27,90.27,81.8
2024,Universidade Federal de Rondonópolis,26454,Ministério da Educação,26000,134898875.03,120394612.38,108407443.58,89.25,80.36
2024,Universidade Federal do Delta do Parnaíba,26455,Ministério da Educação,26000,107325623.56,102219672.34,92782388.97,95.24,86.45
2024,Universidade Federal do Agreste de Pernambuco,26456,Ministério da Educação,26000,83371605.92,81235840.34,72875115.53,97.44,87.41
